,TSM1_TPM,TSM2_TPM,STB48M1_TPM,STB48M2_TPM,EVT48M1_TPM,EVT48M2_TPM
ENSG00000235387,0.036842366,0.038240434,0,0,0,0
ENSG00000235389,0,0,0,0,0,0
ENSG00000235390,0,0,0,0,0,0
ENSG00000235397,1.347687548,0.839297183,0.38842118,0.661672373,0.319126092,0.740422108
ENSG00000235399,0,0,0,0,0,0
ENSG00000235400,0.134740448,0,0.048542449,0.04510455,0,0
ENSG00000235403,0,0,0,0,0,0
ENSG00000235407,0,0,0,0,0,0
ENSG00000235408,11.79226604,8.567825409,2.265790214,6.315963562,8.377059923,9.255276346
ENSG00000235410,0,0,0,0,0,0
ENSG00000235411,0,0.768649272,4.735599633,5.329834763,0.98638974,1.852657914
ENSG00000235412,0,0,0,0,0,0
ENSG00000235413,0.655259727,0.453416705,0.078689343,0.292465456,0.387906077,0
ENSG00000235414,0.367410809,0.254235369,0.088243834,0.081994181,0,0
ENSG00000235415,0,0,0,0.939382157,0,0
ENSG00000235416,0,0,0,0,0,0
ENSG00000235419,0,0,0,0,0,0
ENSG00000235420,0,0,0,0,0,0
ENSG00000235421,0.19984401,1.037137744,1.2959473,1.204165015,1.183053115,0.705822944
ENSG00000235422,0.117619962,0.122083321,0,0,0,0
ENSG00000235424,0.371238005,0.385325481,0,0,3.955833852,0
ENSG00000235425,0,0,0,0,0,0
ENSG00000235426,0.41846006,0.217169743,0.150757079,0,0,0
ENSG00000235427,0,0,0,0,0,0
ENSG00000235429,0.26399147,0,0,0,0.312559712,0
ENSG00000235430,0,0,0,0,0,0
ENSG00000235431,0,0,0,0,0,0
ENSG00000235432,0,0.926711805,0,0.298876494,0,0.788340866
ENSG00000235433,0,0,0,0,0,0
ENSG00000235434,0,0,0,0.160136287,0,0
ENSG00000235435,0,0,0,0,0,0
ENSG00000235436,0,0,0,0,0,0
ENSG00000235437,15.62254344,15.47011258,4.389347874,4.113904161,7.293096767,7.394276202
ENSG00000235438,0.490603617,0.218237441,0,0.046922924,0,0.041255902
ENSG00000235440,0.651930155,0.54133531,0.845526592,0.087293805,0.308748008,0
ENSG00000235444,0,0,0,0,0,0
ENSG00000235445,1.48083858,0.922219435,0,0,0,0
ENSG00000235446,0,0,0,0,0,0
ENSG00000235447,0,0,0,0,0,0
ENSG00000235448,0,0.036230408,0.050301578,0.023369546,0.04132768,0
ENSG00000235449,3.376311962,2.336289234,5.676400746,2.637191803,1.998737104,1.987448815
ENSG00000235450,0.529289829,0.549374944,0,0,1.253333498,0
ENSG00000235451,0,0,0,0,0,0
ENSG00000235453,1.259129824,1.221677102,0.315563204,0.494798989,1.004656217,0.708955116
ENSG00000235454,1.352151433,1.403461916,0.487134662,0.64662078,1.029160027,1.932989965
ENSG00000235455,0,0,0,0,0,0
ENSG00000235459,0,0.318890054,0,0.4113846,0,0
ENSG00000235461,0,0,0,0,0,0
ENSG00000235462,0,0,0,0,0,0
ENSG00000235463,0,0,0,0,0,0
ENSG00000235464,0,0,0,0,0,0
ENSG00000235467,0.337276169,0,0.121509254,0,0,0
ENSG00000235469,0,0,0,0,0,0
ENSG00000235470,0.105129347,0.545593602,0.151498264,0.070384386,1.991530907,0.990141658
ENSG00000235472,0.262909538,0.181924162,0,0.176018657,0,0.206347145
ENSG00000235478,0.05463288,0.170118148,0,0.036576863,0,0
ENSG00000235479,0,0,0,0,0,0
ENSG00000235480,0,0.504426085,0,0,0.287697007,0
ENSG00000235481,0.179873058,0.112019252,0.544338564,0.240851011,0.12777929,0.169410173
ENSG00000235482,0,0,0,0,0,0
ENSG00000235483,0,0,0,0.138992078,0,0
ENSG00000235485,0,0,0,0,0,0
ENSG00000235486,0.128660103,0.133542405,0.092703811,0,0.456991636,0.757351133
ENSG00000235488,1.174907093,1.707288287,1.862429758,1.415886337,1.669274944,0.553282454
ENSG00000235489,0.226039208,0.117308392,0.04071716,0.113500402,0.334531404,0.066528413
ENSG00000235491,0.320109418,0.830641756,0,0,0.189501023,1.884307759
ENSG00000235492,0,0,0,0,0,0
ENSG00000235493,0.076423549,0.118985424,0,0,0,0
ENSG00000235494,0.16373131,0,0,0,0,0
ENSG00000235495,0,0,0,0,0,0.753723104
ENSG00000235497,0.711827866,0.295535922,0,0.190628283,0,0.167605537
ENSG00000235499,0,0,0,0,0,0
ENSG00000235500,0.683747682,0.522932461,0,0.024093208,0,0.042366798
ENSG00000235501,4.290254704,5.996197241,0.153033109,0.199072881,1.408195126,1.000172891
ENSG00000235503,0,0,0,0,0,0
ENSG00000235505,0,0,0,0,0,0
ENSG00000235508,0.241619312,1.504728659,0.087047308,0,0.572143201,0
ENSG00000235510,1.412993993,2.444355477,2.714955675,2.522675608,0,0
ENSG00000235511,0,0,0,0,0,0
ENSG00000235512,0,0,0,0,0,0
ENSG00000235513,0.423898198,0.293322657,0.559959608,0.504535122,0.278825294,0.554501138
ENSG00000235514,0.269991276,0,0.389075087,0,0,0.317857976
ENSG00000235518,0,0,0,0,0,0
ENSG00000235519,0,0,0,0,0,0
ENSG00000235521,0,0,0,0,0,0
ENSG00000235522,0.444251574,0.358640891,0.284531366,0.099142549,0.350655632,0.290562692
ENSG00000235523,0,1.844438869,3.200977864,2.775991371,1.402622529,0.348675231
ENSG00000235524,0.140126534,0,0.050482875,0,0,0
ENSG00000235525,0,0,0,0,0,0
ENSG00000235526,0,0,0,0,0,0
ENSG00000235527,0.103802471,0.179569156,0.174517175,0.32431485,0.163866257,0.081470394
ENSG00000235529,3.542415662,2.005549493,1.276213163,0.970223318,3.050281525,0.947829505
ENSG00000235530,1.29438917,1.504728659,0.708813791,0.727941563,0.613010573,0.853367853
ENSG00000235531,0,0,0,0,0,0
ENSG00000235532,0,0.03322567,0,0,0,0.037686155
ENSG00000235533,0,0,0,0,0,0
ENSG00000235534,0,0,0,0,0,0
ENSG00000235535,0,0,0,0,0,0
ENSG00000235537,0,0,0,0,0,0
ENSG00000235538,0,0.023687031,0,0,0,0
ENSG00000235539,0,0,0,0,0,0
ENSG00000235544,0,0,0,0,0,0
ENSG00000235545,0.957721498,0.632586458,0.250934421,0.757778473,0.309250855,0.820011455
ENSG00000235546,0,0,0,0,0,0
ENSG00000235547,0,0,0,0,0,0
ENSG00000235548,0.38459189,0.39918611,0.184740689,0,0,0
ENSG00000235549,0,0,0,0,0.723352476,1.078900785
ENSG00000235550,0,0,0,0,0,0.073609215
ENSG00000235552,141.370157,131.8449464,39.66691904,43.26048742,129.6352158,161.2371032
ENSG00000235554,0.413603657,0.536623494,0.447022441,0,0.856969809,0.973862733
ENSG00000235555,0,0,0,0,0,0
ENSG00000235558,16.68201418,11.54336761,2.54968355,3.553662713,11.97037194,7.141660045
ENSG00000235559,0,0,0,0,0,0.338364942
ENSG00000235560,0.233442239,0.363451109,0.168202767,0.195362774,0.138195069,0.206121875
ENSG00000235563,0.057144065,0,0,0.076516216,0.067657233,0
ENSG00000235564,0,0,0,0,0,0
ENSG00000235568,0.036690647,0.038082958,0,0.012282244,0,0
ENSG00000235570,0,0,0,0,0,0
ENSG00000235571,5.587972759,7.733361577,0.536842281,0.872938053,1.323205749,1.096443888
ENSG00000235572,0,0,0,0,0,0
ENSG00000235573,0,0,0,0,0,0.993724408
ENSG00000235574,0,0.204748595,0,0.066034059,0.116777383,0.464471433
ENSG00000235575,0,0,0,0,0,0
ENSG00000235576,0,0,0,0,0,0
ENSG00000235578,0,0,0,0,0,0
ENSG00000235579,0,0.56331847,0,0,1.927715989,0
ENSG00000235581,0,0,0,0,0,0
ENSG00000235582,0,0,0,0,0,0
ENSG00000235583,0,0.214649398,0,0,0,0
ENSG00000235584,0,0,0,0,0,0
ENSG00000235586,9.636255169,11.43077136,7.604497627,5.529856509,7.606066806,2.160888555
ENSG00000235587,0.531394361,0.44124747,0.076577403,0.142307993,1.635812011,0.500484128
ENSG00000235590,0.233889079,0.546220207,0.084262365,0.097868363,0.103844695,0.034419403
ENSG00000235592,27.63336966,32.58633462,10.32022985,10.36421986,10.27767388,14.13715283
ENSG00000235593,0,0,0,0,0,0
ENSG00000235594,0,0,0,0,0,0
ENSG00000235595,0.107670237,0,0,0,0,0
ENSG00000235597,0,0,0,0.010008518,0.088497402,0.017599519
ENSG00000235598,0,0,0,0,0,0
ENSG00000235601,0,0,0,0,0,0
ENSG00000235602,0,0.102944099,0.071462771,0.066401596,0.11742735,0
ENSG00000235605,0,0,0,0.326853518,0.578021385,0
ENSG00000235606,0,0,0,0,0,0
ENSG00000235608,0,0,0,0,0,0
ENSG00000235609,0.522951563,0.636381702,0.207891698,0.205241296,1.494529909,1.528548929
ENSG00000235610,0,0,0,0,0,0
ENSG00000235612,0,0,0,0,0,0
ENSG00000235613,0.442064866,0.327742878,0.091006341,0.08456104,0.299082536,0.074348351
ENSG00000235615,0.048400428,0.100474186,0.069748182,0.064808439,0.057304972,0
ENSG00000235616,0,0,0,0,0,0
ENSG00000235617,0,0,0,0,0,0
ENSG00000235618,0.335556047,0.391825676,0.272001493,0.308901579,0.248306558,0.246904194
ENSG00000235619,0.689784164,0,0.74551807,0,0.40834414,0.40603793
ENSG00000235620,0,0,0,0,0,0
ENSG00000235621,0.562623139,0.583973162,0.196155663,0.279470577,0.644644457,0.576903323
ENSG00000235623,0.372531517,0.580002118,0,0.249410872,0.220534291,0
ENSG00000235625,0,0,0,0,0,0
ENSG00000235626,0,0,0,0,0,0
ENSG00000235627,2.209019534,0.458569168,0,0.591577854,0.523085468,0
ENSG00000235628,0,0,0,0,0,0
ENSG00000235629,0.479446392,0,0,0,0,0
ENSG00000235631,0,0,0,0,0,0
ENSG00000235635,1.72446041,0,0.71001721,0.824664981,0,0.290027093
ENSG00000235636,8.606660688,10.31728636,11.17995353,9.414270705,16.50506641,19.83693243
ENSG00000235637,0,0,0,0,0,0
ENSG00000235638,0,0,0,0,0,0
ENSG00000235639,0,0,0,0,0,0
ENSG00000235640,0,0,0,0,0,0
ENSG00000235641,0.074402606,0.128709973,0.107219022,0.099625498,0,0.08759343
ENSG00000235642,0,0,0,0,0,0
ENSG00000235643,0.237416459,0.164283847,1.938751656,1.695477018,0,0.093169325
ENSG00000235644,0,0,0.120558478,0.224040439,0.792404903,0
ENSG00000235645,0,0,0,0,0,0
ENSG00000235646,0,0,0,0,0,0
ENSG00000235647,0,0,0,0,0,0
ENSG00000235649,0,0,0,0,0,0
ENSG00000235651,0.305912863,0.873183923,0.055105055,0,0.090548414,0.180074046
ENSG00000235652,0.455645264,0.524063958,0.28394146,0.206118752,0.364508994,0.463936451
ENSG00000235653,0,0,0,0,0,0
ENSG00000235655,340.5200924,336.1613251,143.7646647,125.3972328,423.8035917,410.6910654
ENSG00000235656,0.336215552,0,0,0,0,0
ENSG00000235659,0.243545662,0,0.350965227,0.489163465,0,0
ENSG00000235660,0,0.056446459,0,0,0,0
ENSG00000235661,0,0,0,0,0,0
ENSG00000235663,0,0.722171835,0.167108172,0.155273146,0,0.27304069
ENSG00000235665,0,0,0,0.032470365,0,0
ENSG00000235669,0.267961267,0.417194506,0,0,0,0
ENSG00000235670,0.221359307,0.229759293,2.551945914,0.741003316,1.048336922,1.303020272
ENSG00000235672,0.364281245,0.756209463,4.855816165,2.926647511,1.078251135,0.643296891
ENSG00000235673,0.154727273,0.321197507,0.11148606,0,0,0.728635359
ENSG00000235674,0.108544716,0.112663694,0,0,0,0.127788587
ENSG00000235677,2.607720621,2.706676552,4.384211958,4.073710915,5.488853476,3.070042885
ENSG00000235678,0,0,0,0,0,0
ENSG00000235679,0,0,0,0,0,0
ENSG00000235681,3.923542952,2.036215388,0,0.985058537,4.064710014,2.309573547
ENSG00000235683,0,0.053844609,0.112135178,0,0,0
ENSG00000235685,0,0,0,0,0,0
ENSG00000235686,0,0,0,0,0,0.932383395
ENSG00000235687,0,0,0.065563291,0.060919932,0.107733347,0
ENSG00000235688,0,0,0.142925542,0.132803192,0,0
ENSG00000235689,0,0,0.288527593,0,0.474107428,0
ENSG00000235690,0,0,0,0,0,0
ENSG00000235695,0,1.795691564,0,1.389920784,0,0
ENSG00000235698,1.603748182,1.479649848,0.577776505,0.954412272,0.949400125,0.839145055
ENSG00000235699,0,0,0,0,0,0
ENSG00000235700,1.034676246,1.78989901,0.74551807,0.461812389,1.225032419,1.62415172
ENSG00000235701,0.218867033,0.227172443,0.315401708,1.02572455,0.518266871,0.128834962
ENSG00000235703,0.817966697,1.488837163,0.478330698,0.484137503,1.207057851,1.032765286
ENSG00000235705,0,0,0,0,0,0.315073237
ENSG00000235706,0.528083241,0.674612393,0.702463835,0.543927966,1.130238244,0.956472328
ENSG00000235707,0,0,0,0,0,0
ENSG00000235710,0,0,0,0,0,0
ENSG00000235711,0,0,0.02798288,0,0,0
ENSG00000235713,0,0,0,0,0,0
ENSG00000235716,0.250781577,0,0,0.111932635,0,0
ENSG00000235717,0,0,0,0,0,0
ENSG00000235718,0,0,0,0,0,0
ENSG00000235720,3.469268436,2.78252737,3.295087243,2.586626178,8.028358969,6.12650151
ENSG00000235721,0.828097168,0.90727239,0.298335545,0.246405922,0.054469313,0.054161686
ENSG00000235724,0.181316923,0.501859756,0.261289544,0.202320295,0.429349972,0.426925127
ENSG00000235725,0,0,0,0,0,0
ENSG00000235726,0.772230407,0.465407105,0.358978878,0.416943851,0.855315428,0.322597703
ENSG00000235728,0,0.127263462,0,0,0,0
ENSG00000235729,0,0,0,0,0,0
ENSG00000235730,0,0,0,0,0,0
ENSG00000235731,0.016599371,0,0.011960389,0,0,0
ENSG00000235734,59.91631909,59.21082028,8.789441232,8.647359507,40.77960267,49.84183718
ENSG00000235735,0,0,0,0,0,0
ENSG00000235736,0,0,0,0,0,0
ENSG00000235737,0,0,0,0,0,0
ENSG00000235738,0,0,0,0,0,0
ENSG00000235740,0.050551558,0,0.036424051,0.067688814,0,0
ENSG00000235741,0,0,0,0,0,0
ENSG00000235742,0,0,0,0,0,0
ENSG00000235743,0.184021593,0.382009427,0,0,0,0
ENSG00000235746,0.080147335,0,0,0,0.094892566,0
ENSG00000235748,0.190922403,0.594502171,0,0,0.452095297,0
ENSG00000235749,0.135303145,0.056175013,0,0,0,0
ENSG00000235750,34.94356572,33.94162176,18.74612252,16.69770997,65.11234475,63.52998751
ENSG00000235756,0,0,0,0,0,0
ENSG00000235759,0,0,0,0.028541037,0,0
ENSG00000235760,0.743049351,1.199716093,0,0.165824526,1.466255019,1.069180959
ENSG00000235761,0,0,0,0,0,0
ENSG00000235763,0,0,0,0,0,0
ENSG00000235768,0.352085221,0.243630601,0,0.157148014,0.138953549,0.20725317
ENSG00000235770,0,0,0.088573575,0.051437856,0.090964849,0.018090221
ENSG00000235772,2.231301818,2.894967095,6.028972221,6.473404972,3.522412056,3.721425898
ENSG00000235774,0.325716818,0.169038444,0.469379237,0.272585378,0,0
ENSG00000235775,1.311859453,0,0,0,0,1.544438752
ENSG00000235776,4.538280331,4.571951779,1.250286235,0.536186669,4.425002661,3.92858172
ENSG00000235777,0,0,0,0,0,0
ENSG00000235778,0,0,0,0,0,0
ENSG00000235779,0,0.093150872,0.021554803,0.080112949,0,0
ENSG00000235780,0,0,0,0,0,0
ENSG00000235781,0.125636364,0,0.090525108,0.08411389,0.148750509,0
ENSG00000235782,0,0,0,0,0.338015176,0
ENSG00000235784,0,0,0,0,0,0
ENSG00000235785,0,0,0,0,0,0
ENSG00000235786,2.53807823,1.317195711,0,0,0.18781407,0.186753351
ENSG00000235787,0,0,0,0,0,0
ENSG00000235790,1.35093108,1.352116852,0.417167151,0.129207437,1.428098864,1.136026699
ENSG00000235794,0,0,0,0,0,0
ENSG00000235795,1.115373798,1.819241617,0.344427126,0.213355947,0.377307551,0.750353254
ENSG00000235797,0,0,0,0,0,0
ENSG00000235802,0,0.951203474,0.220105335,0.409033831,0.361676238,0
ENSG00000235803,0,0,0,0,0,0
ENSG00000235804,0,0,0,0,0,0
ENSG00000235805,0,0,0,0.045419366,0,0
ENSG00000235806,0.271821726,0.282136624,0.130570961,0.060661797,0,0
ENSG00000235808,0.246351487,0,0,0,0,0
ENSG00000235810,0,0,0,0,0,0
ENSG00000235811,0,0,0,0,0,0
ENSG00000235812,0,0.048019792,0,0,0.054775718,0
ENSG00000235813,0,0,0,0,0.13495382,0
ENSG00000235815,1.15170426,0.398469439,0.691533818,0.257023053,1.136325703,0.903926451
ENSG00000235816,0,0,0,0.11132336,0,0
ENSG00000235817,0,0,0,0,0,0
ENSG00000235818,0,0,0,0,0,0
ENSG00000235819,0,0,0.063666832,0.059157785,0,0
ENSG00000235820,0.226039208,0,0.488605923,0,0,0
ENSG00000235821,0,0.528446374,0,0,0,0
ENSG00000235823,4.666649129,5.12098669,0.549090758,0.57332062,1.181314481,0.915666403
ENSG00000235824,0,0,0,0,0,0.047534652
ENSG00000235827,0,0,0,0,0,0
ENSG00000235828,0,0,0,0,0.398071331,0
ENSG00000235829,0,0,0,0,0,0
ENSG00000235830,0,0,0,0.156632211,0.830984792,0
ENSG00000235831,0.258974304,0.434218094,0.229660868,0.213395701,0.094344463,0.164170357
ENSG00000235832,0,0,0,0,0,0
ENSG00000235833,0.104004422,0,0.074938587,0.069631245,0,0
ENSG00000235834,0.137601732,0,0,0,0,0.080998557
ENSG00000235836,0.174986163,0,0.126083252,0,0.414359029,0
ENSG00000235837,11.38463215,11.30288079,20.32917331,15.35454928,25.5908264,16.51095595
ENSG00000235838,0,0,0,0,0.051583816,0.20516994
ENSG00000235840,0,0,0,0,0.228084114,0.226795961
ENSG00000235843,0.440892971,1.372870993,0,0,0,0
ENSG00000235845,0,0,0,0,0,0
ENSG00000235847,1.329532171,1.724980393,0.079830951,0.148354239,0.26235582,0.913059387
ENSG00000235848,0.032576644,0.033812839,0.046945075,0.021810152,0,0.038352151
ENSG00000235849,0,0,0.280134063,0,0,0
ENSG00000235852,1.047060837,0.362264653,0.335307366,0.545230079,0.275487885,0
ENSG00000235855,2.087784546,2.052957138,0.079174581,0.147134471,0.390298098,0.258729205
ENSG00000235857,0,0,0,0,0,1.027524558
ENSG00000235858,0,0,0,0,0,0
ENSG00000235859,5.718388979,8.813149422,3.3711433,3.770469873,11.48922895,11.11833197
ENSG00000235861,0,0,0.351766517,0,0,0
ENSG00000235862,0.04805238,0,0.346233111,0.0965136,0,0
ENSG00000235863,1.311027407,1.595394128,6.384450734,7.68776058,12.89953094,12.08155989
ENSG00000235864,0,0,0,0,0,0
ENSG00000235865,0.920339778,1.048460684,0.210262287,0.270513661,0.292347998,0.290696901
ENSG00000235868,0,0,0,0,0,0
ENSG00000235869,0,0,0,0,0,0
ENSG00000235871,0,0,0,0,0,0
ENSG00000235872,0,0,0.099146547,0.092124737,0,0.32399423
ENSG00000235875,0,0,0.062176648,0,0,0
ENSG00000235876,0.053808025,0,0,0,0,0
ENSG00000235879,0,0.118815566,0,0,0,0
ENSG00000235880,0,0.273334332,0,0,0,0
ENSG00000235881,0,0,0,0.016286899,0,0.057279526
ENSG00000235884,0,0,0,0,0,0
ENSG00000235885,0,0,0,0,0.030702567,0
ENSG00000235886,0,0,0,0,0,0
ENSG00000235887,0.786151069,0.271994457,0,0,1.551307393,0
ENSG00000235888,0.290908544,0.333731707,0.39715412,0.399778876,0.27191755,0.234330926
ENSG00000235890,14.39173881,17.29399664,4.252565921,4.984828424,5.05271687,6.467296286
ENSG00000235892,0,0,0,0,0,0
ENSG00000235893,8.300360275,7.384574105,7.26225551,4.763240542,3.275810658,3.489974814
ENSG00000235895,0,0,0,0,0,0
ENSG00000235897,1.00109125,0.363677982,0.288527593,0.435651669,0.829687999,0.766073435
ENSG00000235899,0,0,0,0,0,0.093238339
ENSG00000235901,0,0,0,0,0,0
ENSG00000235902,0.346008238,0.359138313,0.124655125,0.694960392,0,0
ENSG00000235903,0.061362934,0.086852034,0.020097273,0.01120436,0.066047523,0.026269802
ENSG00000235904,0,0,0,0,0,0
ENSG00000235907,0,0,0,0,0.171992776,0
ENSG00000235908,2.068018287,1.502545784,2.533127164,1.661452697,2.203636653,1.4607941
ENSG00000235910,1.38300009,1.325059566,2.06964718,1.709395113,1.511482785,1.87868296
ENSG00000235911,0,0,0,0,0,0
ENSG00000235912,21.16056629,21.38556422,1.604934735,2.236903761,7.252362063,22.28979053
ENSG00000235914,0,0,0,0,0,0
ENSG00000235916,1.516546744,0,0.182120254,0.507666102,0,0
ENSG00000235917,0.157230214,0.652786698,0.113289511,0.736862416,0.372313774,0
ENSG00000235919,4.244825626,2.661901092,1.146950877,2.249855231,1.989368885,1.874021215
ENSG00000235920,0.437286484,0.226940161,0.315079212,0.073191125,0.388302709,0.257406459
ENSG00000235922,0,0,0,0,0,0
ENSG00000235924,0,0.296721226,0,0,0,0
ENSG00000235926,0.625242956,0,0,0,0,0
ENSG00000235927,0.093295415,0.242089308,0.470556781,0.281076912,0.331378752,0.384425091
ENSG00000235929,0,0,0,0.141744397,0,0
ENSG00000235930,0,0,0,0,0,0
ENSG00000235931,0.046465252,0,0,0,0,0
ENSG00000235932,1.514398661,2.200612381,0.218234751,0.202778811,0.358602502,0
ENSG00000235933,0,0,0,0,0,0
ENSG00000235934,0,0,0,0,0,0
ENSG00000235937,1.55703707,1.616122407,0.186982688,0.173740098,1.228996925,0.305513976
ENSG00000235939,0.737355486,0.510224086,0,0,0.873011609,0.578720728
ENSG00000235940,0,0.389381539,0,0.502322248,1.332491403,1.324965877
ENSG00000235942,0,0,0,0,0,0
ENSG00000235943,0,0,0,0,0,0
ENSG00000235944,1.672022431,2.169338939,3.848496844,3.016224707,2.364564457,1.257623997
ENSG00000235945,0.164150274,0.283965554,0.118275641,0,0,0.193252444
ENSG00000235946,2.155575513,5.817171783,1.397846382,0.432949115,4.849086658,5.329247831
ENSG00000235947,0,0,0,0,0,0
ENSG00000235951,0,0,0,0,0,0
ENSG00000235954,2.100832184,2.258709097,0.754146387,0.836849974,1.711715134,1.595669871
ENSG00000235955,0,0,0,0,0,0
ENSG00000235957,0.556857008,0,2.808635786,2.609721055,1.977916926,1.966746223
ENSG00000235958,0.105492398,0.656973292,0.494069696,0.459078424,0.374701579,0.807268307
ENSG00000235959,0,0,0,0,0,0
ENSG00000235961,0,0.049586121,0,0,0,0
ENSG00000235962,0.67412702,0.559766651,10.58892627,8.936331798,1.117410823,0.158728573
ENSG00000235963,0,0.338334569,0,0,0,0
ENSG00000235964,0,0,0,0,0,0
ENSG00000235965,0,0,0,0,0,0
ENSG00000235967,0.291325737,0.604761518,0,0,0,0
ENSG00000235968,0,0,0,0,0,0
ENSG00000235969,0,0,0,0,1.029160027,0
ENSG00000235972,0,0,0,0,0,0
ENSG00000235974,0,0,0.073228961,0.2041281,0,0
ENSG00000235975,0,0,0,0,0,0
ENSG00000235976,0,0,0,0,0,0.321101424
ENSG00000235978,0.085464864,0.266124073,0.06158023,0,0,0.201233826
ENSG00000235979,0.088470455,0.068870752,0.270919889,0.103654622,0,0
ENSG00000235981,0,0.639004253,0,0,0,0
ENSG00000235984,0,0,0,0,0,0
ENSG00000235988,0,0.335268093,0.23273978,0,1.147311329,0
ENSG00000235989,0.353248498,0.162957032,0.197965518,0.078833613,0.325296176,0.046208428
ENSG00000235990,1.523751242,1.317977894,0.548956299,0,0.300680958,0
ENSG00000235991,0,0,0,0,0,0.333435121
ENSG00000235992,3.02134267,3.742961103,1.615175886,1.305030453,3.115624839,2.294836067
ENSG00000235993,0,0,0,0,0,0
ENSG00000235994,0,0,0,0,0,0
ENSG00000235995,0,0,0,0,0,0
ENSG00000235996,0,0,0,0,0,0
ENSG00000235997,0,0,0,0.046181239,0,0
ENSG00000235998,0,0,0,0,0,0
ENSG00000236003,0.327964863,0.680820482,0.118154704,0.219573375,0.776605419,0.193054844
ENSG00000236004,0.27136179,0,0,0.181677463,0,0
ENSG00000236005,0,0,0,0,0,0
ENSG00000236007,0,0,0,0,0,0
ENSG00000236008,0.007906859,0.016413805,0.017091451,0.005293664,0,0
ENSG00000236009,0.140494803,0,0,0,0,0
ENSG00000236012,0,0,0,0,0,0
ENSG00000236013,1.207755385,1.159567447,0.391602262,0.28300844,0.92947014,0.817579904
ENSG00000236015,2.078571965,2.02260763,0.93604942,1.130682825,2.768603036,2.141196375
ENSG00000236017,11.69274579,15.71088884,14.54179068,16.40731208,12.61125759,15.65146957
ENSG00000236017_PAR_Y,12.09318229,16.20964722,15.00343482,17.15797342,12.80090056,16.21718534
ENSG00000236018,0.697888678,1.014120327,0.70399226,0.373790707,0.9915406,0.328646889
ENSG00000236021,0.159576934,0.165632446,0.091984319,0.085469756,0.188935348,0.037573659
ENSG00000236022,0,0,0.330630332,1.433666502,0,0
ENSG00000236024,0,0,0.179573117,0,0,0
ENSG00000236025,0,0,0,0,0,0
ENSG00000236026,0,0,0,0,0,0
ENSG00000236027,0,0,0,0,0,0
ENSG00000236028,0,0,0,0,0,0
ENSG00000236031,0.42709672,0.738839805,0.102579051,0.285942425,0.168557501,0
ENSG00000236032,0.014516843,0,0,0,0,0
ENSG00000236035,1.079965106,0.280236714,1.459031577,0.7230396,0.319663342,1.112502914
ENSG00000236036,0,0,0,0,0,0
ENSG00000236039,0.213284645,0.126501839,0.900117286,1.183155708,0.216449159,0.538066792
ENSG00000236040,0,0.111531396,0,0,0,0
ENSG00000236041,0,0.499881706,0,0,0,0
ENSG00000236042,0,0,0,0,0,0
ENSG00000236044,2.358453208,2.719944574,0.188815851,0.350886865,1.861568872,3.393601327
ENSG00000236045,0.1470654,0.152646133,0,0,0,0
ENSG00000236046,0,0,0,0,0,0
ENSG00000236047,0.363044297,0.188410422,2.092682303,1.336825338,1.074589841,1.923337563
ENSG00000236048,0.626813918,0.464714148,0.064519989,0,0.636113986,0.843361865
ENSG00000236049,0,0,0,0,0.050073846,0
ENSG00000236051,0.052320306,0.1357643,0.056547737,0.052542883,0,0.030798081
ENSG00000236052,0,0,0.020455886,0,0,0.033423197
ENSG00000236053,0,0,0,0,0,0
ENSG00000236054,0,0,0.337141651,0.783161054,0.276994931,0.550861087
ENSG00000236056,0,0,0.082216507,0.076393725,0,0
ENSG00000236058,0,0.202137957,0.140322163,0,0,0
ENSG00000236060,1.670571023,0.433491167,1.203701051,5.033033463,5.933750779,9.342044561
ENSG00000236062,0.647979063,0.672568113,0,0,0,0
ENSG00000236064,0,0.056231943,0.019517828,0.054406577,0,0
ENSG00000236065,0.254563203,0.066055797,0.275131669,0.127823072,0.075349216,0
ENSG00000236068,0,0,0,0,0,0
ENSG00000236069,0,0.158420755,0,0,0,0
ENSG00000236072,0,0,0,0,0,0
ENSG00000236073,2.789127273,0.964989032,1.339771605,0.622442786,0,0
ENSG00000236075,0,0,0,0,0,0
ENSG00000236076,0,0.257479672,0,0,0,0
ENSG00000236077,0,0,0,0,0,0
ENSG00000236078,0.141424002,0.403674314,2.904167615,3.645324648,0.209303378,0.041624259
ENSG00000236079,0,0,0,0,0,0
ENSG00000236080,0,0,0,0,0,0
ENSG00000236081,0,0,0.38946849,0.144754136,0,0
ENSG00000236083,0,0,0,0,0,0
ENSG00000236085,0,0,0,0,0,0
ENSG00000236086,0,0,0.588067689,0.819628859,0,0.480426558
ENSG00000236088,5.382340639,5.324568453,1.097835447,0.869183956,3.244991291,2.961313818
ENSG00000236090,1.909224026,2.642231872,0.152850927,0.284051271,2.260476487,1.997964417
ENSG00000236091,0.222511021,0.115477356,0.881795567,0.297943477,0.131723916,0.392939932
ENSG00000236094,0,0,0,0,0,0
ENSG00000236095,0.548993815,0.854739964,0.494459995,0.091888216,0.487496855,0.323162409
ENSG00000236097,0.185297306,0,0,0,0,0.654445884
ENSG00000236098,1.264215909,1.687100756,0,0,0,1.063106067
ENSG00000236099,0,0,0,0,0,0
ENSG00000236101,0,0,0,0,0,0
ENSG00000236102,0,0,0,0,0,0
